Kecamatan,Cluster,Price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1300000000,5,2,135,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,1300000000,3,2,138,310,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,3.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
benowo,1,1300000000,3,1,140,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Butuh Renovasi
tambaksari,1,1300000000,3,2,140,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
tambaksari,1,1300000000,3,2,140,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
tambaksari,1,1300000000,3,2,140,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
tambaksari,1,1300000000,3,2,140,110,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,Utara,Unknown,,,Unknown,Bagus
wiyung,1,1300000000,2,1,140,67,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,,Tidak,Bagus
wiyung,1,1300000000,2,1,140,67,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,,Tidak,Bagus
sukolilo,1,1300000000,3,2,141,90,SHM - Sertifikat Hak Milik,900.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Butuh Renovasi
sukolilo,1,1300000000,3,2,144,142,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Ya,Baru
kenjeran,1,1300000000,3,1,149,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,1300000000,3,2,150,110,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,1300000000,6,2,150,170,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
kenjeran,1,1300000000,3,2,153,85,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,1300000000,2,1,153,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Butuh Renovasi
sukolilo,1,1300000000,4,2,153,140,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Utara,Ya,1 Mobil,,Tidak,Bagus
wiyung,0,1300000000,4,3,155,245,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,2.0,Utara,Unknown,,,Unknown,Baru
gubeng,0,1300000000,6,2,160,160,"Lainnya (PPJB,Girik,Adat,dll)",1300.0,Tidak,Tidak,Unfurnished,2.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
sambikerep,1,1300000000,3,2,180,107,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,1,1300000000,3,2,180,135,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,1,1300000000,4,1,188,120,SHM - Sertifikat Hak Milik,900.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,1300000000,3,3,204,125,SHM - Sertifikat Hak Milik,3500.0,,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,1300000000,3,3,228,190,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,1300000000,4,4,230,300,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus
genteng,1,1300000000,5,2,231,210,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,0,1300000000,4,3,234,275,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
wiyung,1,1300000000,3,1,288,120,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Selatan,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,1300000000,5,4,295,400,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Selatan,Ya,4 Mobil,PAM atau PDAM,Ya,Bagus
wiyung,2,1300000000,4,3,375,375,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,1300000000,7,6,594,1000,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
kenjeran,0,1410000000,3,3,70,125,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
kenjeran,0,1410000000,3,2,72,105,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
tenggilis mejoyo,0,1420000000,3,3,55,82,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
tenggilis mejoyo,0,1420000000,3,2,55,82,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Baru
kenjeran,0,1420000000,3,2,57,114,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
kenjeran,0,1420000000,3,3,75,85,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Baru
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
mulyorejo,1,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,,Tidak,Baru
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Baru
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
mulyorejo,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,2 Mobil,,Tidak,Baru
tambaksari,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
tambaksari,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
tambaksari,0,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
tambaksari,1,1420000000,3,3,75,85,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Ya,Baru
rungkut,0,1420000000,3,2,100,75,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,1420000000,3,2,100,75,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,1420000000,3,2,100,75,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
wiyung,1,1420000000,3,2,102,90,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,Bagus
rungkut,0,1420000000,4,2,105,140,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
simokerto,0,1440000000,4,3,85,124,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,1450000000,3,3,60,94,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
jambangan,0,1450000000,5,3,72,100,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,Utara,Unknown,,,Unknown,Bagus Sekali
pakal,1,1450000000,2,2,72,69,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
pakal,0,1450000000,2,2,72,73,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Unknown
pakal,0,1450000000,2,2,72,73,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
pakal,1,1450000000,2,2,72,73,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,0,1450000000,4,2,75,150,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
wonocolo,1,1450000000,3,2,78,125,SHM - Sertifikat Hak Milik,2200.0,Ya,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Baru
simokerto,0,1450000000,4,3,85,124,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,Sumur Bor,Ya,Bagus
semampir,0,1450000000,3,2,90,70,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Selatan,Unknown,,,Unknown,Baru
tambaksari,1,1450000000,4,3,90,130,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Timur,Tidak,,PAM atau PDAM,Tidak,Bagus
tambaksari,0,1450000000,4,3,90,130,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru
tambaksari,0,1450000000,4,3,90,130,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
wiyung,1,1450000000,5,2,90,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,1,1450000000,2,1,90,90,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,1,1450000000,2,2,90,65,HGB - Hak Guna Bangunan,900.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,1450000000,3,2,100,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,1450000000,3,2,100,75,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,1450000000,3,2,100,50,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,1450000000,3,2,100,50,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus
wiyung,1,1450000000,2,1,100,120,SHM - Sertifikat Hak Milik,900.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Bagus
pakal,1,1450000000,3,2,105,89,HGB - Hak Guna Bangunan,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
rungkut,1,1450000000,4,2,105,100,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,1450000000,3,3,108,144,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
wiyung,1,1450000000,3,2,112,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,1450000000,3,2,117,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,1450000000,4,2,117,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
wonocolo,1,1450000000,2,2,120,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
wiyung,1,1450000000,2,1,126,110,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,1,1450000000,2,1,126,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Unknown
wiyung,0,1450000000,5,3,126,180,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,Utara,Unknown,,,Unknown,Baru
dukuh pakis,1,1450000000,2,1,135,100,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Barat,Tidak,,,Tidak,Butuh Renovasi
wiyung,1,1450000000,4,3,135,110,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi
tambaksari,1,1450000000,2,1,140,130,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Tidak,3 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
jambangan,1,1450000000,3,3,156,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
jambangan,0,1450000000,3,3,156,92,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
gubeng,1,1450000000,3,1,160,160,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
gubeng,1,1450000000,3,1,160,160,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
gubeng,1,1450000000,2,1,160,150,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
lakarsantri,1,1450000000,2,2,185,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
tenggilis mejoyo,1,1450000000,4,2,200,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,Bagus
wiyung,0,1450000000,4,3,240,160,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,2.0,Unknown,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,1450000000,4,4,268,250,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,Selatan,Unknown,,,Unknown,Bagus
rungkut,0,1460000000,3,2,70,85,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Ya,Baru
wiyung,0,1470000000,4,2,120,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,1,1470000000,2,1,136,120,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,1470000000,3,2,332,300,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,0,1480000000,3,2,50,61,HGB - Hak Guna Bangunan,2200.0,,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
wiyung,0,1480000000,3,2,50,77,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
kenjeran,0,1480000000,2,2,55,85,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
sukolilo,0,1480000000,3,3,70,79,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
rungkut,0,1490000000,3,3,60,95,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
simokerto,0,1490000000,3,2,72,100,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,,PAM atau PDAM,Tidak,Bagus
rungkut,0,1490000000,3,2,90,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
rungkut,1,1490000000,3,2,90,120,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
kenjeran,0,1490000000,3,2,96,105,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,1490000000,3,2,96,72,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,1490000000,3,3,102,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
mulyorejo,0,1490000000,3,3,102,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
tambaksari,0,1490000000,3,2,102,160,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
tambaksari,0,1490000000,3,3,102,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
tambaksari,0,1490000000,4,4,102,160,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus
sukolilo,1,1490000000,3,1,119,79,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
pakal,0,1490000000,2,2,120,120,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur Laut,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,1490000000,4,1,120,100,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,0,1490000000,4,2,133,133,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
bubutan,0,1490000000,4,2,141,396,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi
rungkut,1,1490000000,4,2,200,80,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
lakarsantri,0,1400000000,2,2,50,50,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
lakarsantri,0,1400000000,2,2,50,50,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
tenggilis mejoyo,1,1400000000,3,2,50,61,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
tenggilis mejoyo,0,1400000000,3,2,50,60,SHM - Sertifikat Hak Milik,3300.0,,Tidak,Unfurnished,2.0,Unknown,Ya,2 Mobil,,Tidak,Baru
tenggilis mejoyo,0,1400000000,3,2,50,61,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru
wiyung,0,1400000000,3,2,50,90,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,3.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
lakarsantri,0,1400000000,2,2,55,77,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,1400000000,3,3,60,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
sukolilo,0,1400000000,3,2,60,75,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
tandes,0,1400000000,2,1,60,77,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,0,1400000000,3,2,60,60,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
tandes,1,1400000000,3,2,60,79,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
wiyung,0,1400000000,3,2,60,76,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
sukolilo,0,1400000000,3,3,70,79,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
sukolilo,0,1400000000,3,3,70,79,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
sukolilo,0,1400000000,3,3,70,79,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
sukolilo,0,1400000000,3,3,70,79,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
lakarsantri,0,1400000000,3,2,72,80,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
