Kecamatan,Cluster,Price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti
sambikerep,0,3500000000,3,2,150,192,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,2.0,Utara,Unknown,,,Unknown,Bagus Sekali
tenggilis mejoyo,0,3500000000,4,4,150,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
sambikerep,2,3500000000,5,3,160,300,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,3 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
tandes,0,3500000000,3,3,160,185,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
gayungan,0,3500000000,4,3,173,285,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus
gayungan,2,3500000000,5,4,173,285,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
jambangan,0,3500000000,4,3,173,200,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Barat Daya,Tidak,2 Mobil,PAM atau PDAM,Ya,Unknown
jambangan,1,3500000000,4,3,173,200,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus
jambangan,0,3500000000,4,3,173,200,SHM - Sertifikat Hak Milik,3500.0,,Ya,Unfurnished,2.0,Barat Daya,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,3500000000,4,3,177,177,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,0,3500000000,4,3,177,177,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus
dukuh pakis,0,3500000000,4,2,180,220,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
lakarsantri,1,3500000000,3,3,180,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus
lakarsantri,0,3500000000,3,3,180,145,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Unknown
lakarsantri,0,3500000000,3,3,180,145,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
lakarsantri,2,3500000000,4,3,180,350,HGB - Hak Guna Bangunan,5500.0,,Ya,Unfurnished,2.0,Barat,Ya,,,Tidak,Bagus
rungkut,0,3500000000,4,2,180,250,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tandes,2,3500000000,4,3,180,360,SHM - Sertifikat Hak Milik,4400.0,,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,3,3,180,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Barat,Tidak,,,Tidak,Bagus
wiyung,0,3500000000,4,4,180,220,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
wiyung,0,3500000000,3,3,180,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,3,3,180,145,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,4,4,180,218,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,3500000000,4,2,186,95,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus
wiyung,0,3500000000,3,3,190,240,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,2,3500000000,6,4,192,350,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
benowo,0,3500000000,4,3,200,226,HGB - Hak Guna Bangunan,5500.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,3500000000,4,3,200,350,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
kenjeran,0,3500000000,4,3,200,350,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
mulyorejo,2,3500000000,5,4,200,330,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus
rungkut,1,3500000000,5,3,200,170,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,0,3500000000,5,4,200,285,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Ya,Bagus
rungkut,2,3500000000,7,3,200,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
rungkut,2,3500000000,7,3,200,200,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,3500000000,4,4,200,300,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
sambikerep,0,3500000000,4,4,200,210,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Tidak,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Ya,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Ya,Bagus
sambikerep,0,3500000000,4,3,200,207,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,4,200,210,HGB - Hak Guna Bangunan,4400.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,0,3500000000,3,2,200,280,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
tenggilis mejoyo,2,3500000000,6,5,200,300,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,Ya,Unfurnished,2.0,Unknown,Ya,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,2,3500000000,6,4,200,350,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus
wiyung,0,3500000000,4,5,200,325,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,,Unfurnished,2.0,Selatan,Unknown,,,Unknown,Baru
kenjeran,2,3500000000,5,4,204,200,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,5,4,207,220,HGB - Hak Guna Bangunan,2200.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus Sekali
sukolilo,1,3500000000,3,2,208,175,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,,Tidak,Baru
dukuh pakis,0,3500000000,3,3,210,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,0,3500000000,4,3,210,230,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
dukuh pakis,2,3500000000,7,3,220,184,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,3,3,220,185,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,3,3,220,185,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
wiyung,1,3500000000,4,4,220,185,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Barat Daya,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,0,3500000000,3,3,220,185,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,2.0,Barat Daya,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,1,3500000000,4,3,222,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Unknown
dukuh pakis,1,3500000000,4,3,225,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus
sambikerep,1,3500000000,3,3,225,180,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
sambikerep,1,3500000000,4,1,225,180,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,0,3500000000,6,2,228,112,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,3500000000,6,2,228,112,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,2 Mobil,,Tidak,Unknown
wiyung,0,3500000000,4,3,232,220,SHM - Sertifikat Hak Milik,5500.0,,Ya,Unfurnished,2.0,Timur,Tidak,3 Mobil,PAM atau PDAM,Ya,Butuh Renovasi
sambikerep,2,3500000000,4,4,240,300,SHM - Sertifikat Hak Milik,10600.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
sukomanunggal,1,3500000000,3,2,240,145,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
sukomanunggal,1,3500000000,3,2,240,150,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,Bagus
tambaksari,1,3500000000,4,2,240,200,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,,,Tidak,Bagus
tambaksari,1,3500000000,4,2,240,200,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,1.0,Selatan,Unknown,,,Unknown,Bagus Sekali
tenggilis mejoyo,1,3500000000,2,1,240,100,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Bagus
sukolilo,0,3500000000,4,3,242,210,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,1,3500000000,5,2,242,242,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,1,3500000000,5,2,242,242,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,1,3500000000,5,2,242,242,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,1,3500000000,5,2,242,242,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,1,3500000000,5,2,242,242,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus
sukomanunggal,1,3500000000,3,2,250,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
wiyung,2,3500000000,6,6,262,450,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,3.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus
wiyung,2,3500000000,4,3,264,330,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus
sambikerep,2,3500000000,5,4,267,350,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,2,3500000000,5,4,267,350,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,2,3500000000,5,4,267,350,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,2,3500000000,5,4,267,350,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sambikerep,2,3500000000,5,4,267,350,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Barat,Ya,2 Mobil,,Tidak,Bagus
sambikerep,2,3500000000,5,4,267,350,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,1,3500000000,3,3,267,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Ya,Bagus
tambaksari,2,3500000000,4,4,270,450,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,1,3500000000,6,2,271,260,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
gayungan,1,3500000000,3,2,275,250,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Bagus
rungkut,2,3500000000,7,4,280,395,"Lainnya (PPJB,Girik,Adat,dll)",4400.0,Tidak,Tidak,Unfurnished,2.0,Timur Laut,Tidak,3 Mobil,PAM atau PDAM,Ya,Unknown
sukolilo,0,3500000000,4,2,280,220,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
dukuh pakis,1,3500000000,3,3,286,162,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Timur Laut,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
gayungan,1,3500000000,4,2,286,170,SHM - Sertifikat Hak Milik,5500.0,,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
gayungan,1,3500000000,4,2,286,170,SHM - Sertifikat Hak Milik,5500.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tambaksari,0,3500000000,4,3,288,347,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Timur,Unknown,,,Unknown,Bagus Sekali
wonocolo,1,3500000000,3,2,288,200,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Sudah Renovasi
gubeng,2,3500000000,5,3,300,240,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,2,3500000000,6,3,300,180,SHM - Sertifikat Hak Milik,3300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,2,3500000000,6,3,300,180,SHM - Sertifikat Hak Milik,3300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Unknown
wiyung,2,3500000000,4,3,300,303,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus Sekali
wonocolo,2,3500000000,7,3,300,450,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
wonocolo,2,3500000000,7,3,300,450,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
tenggilis mejoyo,1,3500000000,3,2,301,125,SHM - Sertifikat Hak Milik,900.0,,Ya,Unfurnished,1.0,Unknown,Ya,3 Mobil,PAM atau PDAM,Ya,Butuh Renovasi
sukomanunggal,2,3500000000,7,4,312,400,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,3.0,Selatan,Unknown,,,Unknown,Bagus
sukolilo,1,3500000000,3,2,315,250,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
sukolilo,2,3500000000,6,4,316,270,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Tidak,,,Tidak,Sudah Renovasi
sukomanunggal,1,3500000000,3,3,320,180,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,,Ya,Butuh Renovasi
sukomanunggal,1,3500000000,3,3,320,180,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,,Tidak,Butuh Renovasi
rungkut,2,3500000000,7,3,325,220,SHM - Sertifikat Hak Milik,3300.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Bagus
tenggilis mejoyo,1,3500000000,4,3,325,250,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Tenggara,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
lakarsantri,1,3500000000,3,3,333,378,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
lakarsantri,1,3500000000,4,3,333,378,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Ya,Bagus
wiyung,2,3500000000,4,4,375,600,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,3500000000,4,4,375,400,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,Timur,Unknown,,,Unknown,Bagus Sekali
wonocolo,1,3500000000,4,2,385,225,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Timur Laut,Tidak,2 Mobil,Sumur Bor,Ya,Unknown
gayungan,1,3500000000,2,2,386,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
gayungan,1,3500000000,2,2,386,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
dukuh pakis,2,3500000000,5,3,392,300,HGB - Hak Guna Bangunan,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus
dukuh pakis,2,3500000000,5,3,392,300,HGB - Hak Guna Bangunan,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus
tenggilis mejoyo,2,3500000000,5,3,412,180,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
mulyorejo,1,3500000000,1,1,443,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Butuh Renovasi
tambaksari,2,3500000000,4,3,454,358,SHM - Sertifikat Hak Milik,7700.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,1,3500000000,4,2,500,300,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
tambaksari,2,3500000000,5,3,540,350,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Butuh Renovasi
tenggilis mejoyo,2,3500000000,5,4,645,482,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Unknown,Ya,3 Mobil,,Tidak,Bagus
wiyung,1,3620000000,4,4,268,263,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,3 Mobil,,Tidak,Bagus
wiyung,2,3620000000,6,4,450,650,HGB - Hak Guna Bangunan,10600.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,3650000000,3,3,128,150,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,Selatan,Unknown,,,Unknown,Baru
sambikerep,0,3650000000,3,3,144,153,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
gubeng,0,3650000000,5,4,153,238,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
sambikerep,0,3650000000,5,4,153,230,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,3650000000,4,3,153,238,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,3650000000,4,3,153,238,SHM - Sertifikat Hak Milik,4400.0,,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
wiyung,1,3650000000,3,2,292,200,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,2,3650000000,5,5,323,350,SHM - Sertifikat Hak Milik,5500.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Unknown
wiyung,0,3600000000,5,4,114,190,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,3.0,Utara,Unknown,,,Unknown,Bagus
rungkut,2,3600000000,5,3,132,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
tandes,0,3600000000,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,0,3600000000,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,0,3600000000,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,0,3600000000,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,0,3600000000,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
